성서번호	성서	장	절	문장
5	신명기  	6	4	"너, 이스라엘아 들어라. 우리의 하느님은 야훼시다. 야훼 한 분뿐이시다."
5	신명기  	6	5	마음을 다 기울이고 정성을 다 바치고 힘을 다 쏟아 너의 하느님 야훼를 사랑하여라.
5	신명기  	6	6	오늘 내가 너희에게 명령하는 이 말을 마음에 새겨라.
5	신명기  	6	7	이것을 너희 자손들에게 거듭거듭 들려주어라. 집에서 쉴 때나 길을 갈 때나 자리에 들었을 때나 일어났을 때나 항상 말해 주어라.
5	신명기  	6	8	네 손에 매어 표를 삼고 이마에 붙여 기호로 삼아라.
5	신명기  	6	9	문설주와 대문에 써 붙여라.
5	신명기  	6	10	"너희 하느님 야훼께서 너희 선조 아브라함과 이사악과 야곱에게 맹세로써 너에게 주겠다고 하신 그 땅에 너희를 이끌어들이실 때가 되었다. 거기에는 너희가 세우지 않은 크고 아름다운 성읍들이 있고,"
5	신명기  	6	11	"너희가 채우지 않은, 온갖 좋은 것으로 가득 찬 집들이 있고 너희가 파지 않은 우물이 있고 너희가 가꾸지 않은 포도원과 올리브 밭이 있다. 너희는 그것을 마음껏 먹게 되리라."
5	신명기  	6	12	그리 되더라도 너희는 이집트 땅 종살이하던 집에서 너희를 이끌어내신 너희 하느님 야훼를 잊지 않도록 하여라.
5	신명기  	6	13	"너희 하느님 야훼를 경외하여 그를 섬기며, 맹세할 일이 있으면 그의 이름으로만 맹세하여라."
5	신명기  	6	14	주위에 있는 백성들이 섬기는 신들 가운데서 어떤 신이든지 그 신을 따라가면 안 된다.
5	신명기  	6	15	너희 하느님 야훼께서 화를 내시어 너희를 땅 위에서 쓸어버리실 것이다. 너희 가운데 계시는 너희 하느님 야훼는 질투하는 신이시다.
5	신명기  	6	16	마싸아에서처럼 너희 하느님 야훼를 시험하지 못한다.
5	신명기  	6	17	너희는 너희 하느님 야훼의 계명을 잘 지켜야 한다. 그에게서 받은 훈령과 규정들을 따라야 한다.
5	신명기  	6	18	너희는 너희 하느님 야훼께서 옳게 보시고 좋게 보시는 일을 해야 한다. 그래야 너희가 잘될 것이다. 야훼께서 너희 선조들에게 주겠다고 맹세하신 저 좋은 땅에 들어가서 그 땅을 차지하게 될 것이다.
5	신명기  	6	19	그 때 야훼께서는 약속하신 대로 너희 원수들을 쫓아내 주실 것이다.
5	신명기  	6	20	"우리 하느님 야훼께 받은 이 훈령과 규정과 법령이 웬 것이냐고 훗날 너희 자손이 묻거든,"
5	신명기  	6	21	너희는 너희 자손에게 이렇게 일러주어라. '우리는 이집트에서 파라오의 종노릇을 한 일이 있었다. 그런데 야훼께서 강한 손으로 이집트를 내려치시고 우리를 거기에서 이끌어내셨다.
5	신명기  	6	22	야훼께서 크고 두려운 표적과 기적을 이집트에 내려 파라오와 그의 온 궁궐을 치시는 것을 우리는 이 눈으로 보았다.
5	신명기  	6	23	"이렇게 우리를 거기에서 이끌어내신 것은, 우리 선조들에게 주겠다고 맹세하신 땅에 우리를 데려다가 그 땅을 차지하게 하시려는 것이었다."
5	신명기  	6	24	그러시고는 우리를 언제까지나 오늘처럼 이렇게 복되게 잘살도록 하시려고 야훼께서는 우리에게 우리 하느님 야훼를 경외하며 이 모든 규정들을 지키라고 분부하신 것이다.
5	신명기  	6	25	그러므로 야훼 우리 하느님께서 분부하신 대로 그의 앞에서 이 모든 계명을 성심껏 지키는 것이 우리가 마땅히 해야 할 일이다.'
5	신명기  	7	1	"너희 하느님 야훼께서 이제 너희가 들어가 차지하려는 땅에 너희를 이끌어들이시고 인구가 많은 민족들을 너희 앞에서 모조리 쫓아내실 것이다. 그들은 너희보다 인구가 많고 강대한 헷족, 기르가스족, 아모리족, 가나안족, 브리즈족, 히위족, 여부스족, 이렇게 일곱 민족이다."
5	신명기  	7	2	너희 하느님 야훼께서는 그들을 너희 손에 붙여 꺾으실 것이다. 그 때 너희는 그들을 전멸시켜야 한다. 그들과 계약을 맺지 말고 불쌍히 여기지도 마라.
5	신명기  	7	3	그들과 혼인을 맺으면 안 된다. 그들의 아들을 사위로 삼거나 그들의 딸을 며느리로 맞으면 안 된다.
5	신명기  	7	4	그런 짓을 하면 너희 아들이 나를 떠나 다른 신들을 섬기게 될 것이고 그리 되면 야훼께서 진노를 발하여 순식간에 너희를 쓸어버리실 것이다.
5	신명기  	7	5	그 대신 너희는 그들에게 이렇게 해야 한다. 그들의 제단을 허물고 석상들을 부수고 아세라 목상을 찍어버리고 우상들을 불살라라.
5	신명기  	7	6	너희는 너희 하느님 야훼께 몸바친 거룩한 백성이 아니냐? 너희 하느님 야훼께서는 세상에 민족이 많지만 그 가운데서 너희를 뽑아 당신의 소중한 백성으로 삼으신 것이다.
5	신명기  	7	7	야훼께서 너희를 택하신 것은 너희가 어느 민족들보다 수효가 많아서 거기에 마음이 끌리셨기 때문이 아니다. 사실 너희는 어느 민족보다도 작은 민족이다.
5	신명기  	7	8	"다만 너희를 사랑하시고 너희 선조들에게 맹세하신 그 맹세를 지키시려고 야훼께서는 당신의 강한 손으로 너희를 이끌어내신 것이다. 그리하여 이집트 왕 파라오의 손아귀에서, 그 종살이하던 집에서 건져내셨다."
5	신명기  	7	9	그러므로 너희는 알아야 한다. 너희 하느님 야훼 그분이야말로 참 하느님이시다. 당신을 사랑하여 당신의 계명을 지키는 사람에게는 천 대에 이르기까지 사랑으로 맺은 계약을 한결같이 지켜주시는 신실하신 하느님이시다.
5	신명기  	7	10	그러나 당신을 싫어하는 자에게는 벌을 내려 멸망시키는 분이시다. 당신을 싫어하는 자는 바로 그 본인에게 지체없이 벌을 내리신다.
5	신명기  	7	11	그러니 너희에게 오늘 내가 명령하는 계명에 딸린 규정과 법령을 너희는 지켜야 한다.
5	신명기  	7	12	"너희가 이 법령을 따라 성심껏 실천하면, 너희 하느님 야훼께서도 너희 선조들에게 맹세하시고 사랑으로 맺으신 계약을 한결같이 지켜주실 것이다."
5	신명기  	7	13	"너희를 사랑하시어 복 주시고 번성하게 해주실 것이다. 너희에게 주겠다고 너희 선조들에게 맹세하신 그 땅에 들어가 살 때, 너희에게 자식 복을 주시고 땅에서 나는 열매와 밀과 술과 기름 복을 주시며 송아지와 양 새끼도 불어나게 복을 주실 것이다."
5	신명기  	7	14	"너희는 어느 민족보다도 복받은 민족이 되어 너희 가운데 아이 못 낳는 사나이나 계집이 없고, 짐승 가운데 새끼 못 치는 암컷이나 수컷이 없으리라."
5	신명기  	7	15	"또 야훼께서 모든 병을 물리쳐주실 것이다. 너희가 일찍이 이집트에서 앓던 온갖 나쁜 질병에 걸리지 않게 해주시고, 너희를 미워하는 사람들이나 그 병에 걸리게 하실 것이다."
5	신명기  	7	16	너희는 너희 하느님 야훼께서 너희에게 넘겨주는 민족을 전멸시켜야 한다. 그들을 가엾게 보지 말고 그들의 신을 섬기지 마라. 그것이 너희에게 올가미가 되리라.
5	신명기  	7	17	이 민족들이 우리보다 이렇게 많은데 어떻게 그들을 쫓아낼 수 있을까?' 하고 너희는 속으로 걱정이 될 것이다.
5	신명기  	7	18	그러나 그들을 두려워하지 마라. 너희 하느님 야훼께서 파라오와 온 이집트에게 어떻게 하셨는지 생각해 보아라.
5	신명기  	7	19	너희가 두 눈으로 본 대로 너희 하느님 야훼께서는 그들을 마구 괴롭히시고 표적과 기적을 행하시어 강한 손으로 내려치시고 팔을 뻗으시어 너희를 이끌어내셨다. 너희 하느님 야훼께서는 너희가 두려워하는 모든 민족에게도 그와 같은 일을 하실 것이다.
5	신명기  	7	20	너희 하느님 야훼께서는 또 말벌을 보내시어 아직 살아 남아 너희를 피해 숨은 자들까지 멸하실 것이다.
5	신명기  	7	21	그들을 두려워하여 떨지 마라. 너희 하느님 야훼께서 너희 가운데 계시지 아니하냐? 그는 크고 두려운 신이시다.
5	신명기  	7	22	너희 하느님 야훼께서 그 민족들을 너희 앞에서 점차로 쫓아내실 것이다. 너희는 그들을 단번에 없애버리지는 못할 것이다. 그렇게 하면 야수가 들끓어 너희를 괴롭힐 것이다.
5	신명기  	7	23	"너희 하느님 야훼께서는 그들을 너희 손에 부치시리니, 그들은 무서워 허둥대다가 마침내는 모두 망할 것이다."
5	신명기  	7	24	"그들의 왕들도 너희 손에 부치시어 그 이름이 하늘 아래에서 사라지게 하실 것이다. 이렇게 아무도 너희와 맞설 수 없이 만드시어, 너희는 마침내 그들을 모조리 쓸어버리게 될 것이다."
5	신명기  	7	25	너희는 그들의 신상들을 불에 살라버려야 한다. 그 위에 입힌 금이나 은도 탐내지 마라. 그러다가는 올가미에 걸리리라. 그런 짓은 너희 하느님 야훼께서 역겨워하시는 짓이다.
5	신명기  	7	26	하느님께서 역겨워하시는 것을 너희 집에 끌어들이지 마라. 그러다가는 너희도 그들과 같은 운명에 처하리라. 너희는 그런 것들을 더럽게 여기고 역겹게 여겨라. 그런 것들은 모두 없애버려야 할 것이다.
5	신명기  	8	1	너희는 내가 오늘 명하는 모든 계명을 성심껏 지켜야 한다. 그래야 너희는 행복하게 살며 번성할 것이고 야훼께서 너희의 선조들에게 주겠다고 맹세하신 땅에 들어가 그 땅을 차지할 것이다.
5	신명기  	8	2	너희는 지난 사십 년간 광야에서 너희 하느님 야훼께서 어떻게 너희를 인도해 주셨던가 더듬어 생각해 보아라. 하느님께서 너희를 고생시킨 것은 너희가 당신의 계명을 지킬 것인지 아닌지 시련을 주어 시험해 보려고 하신 것이다.
5	신명기  	8	3	하느님께서는 너희를 고생시키시고 굶기시다가 너희가 일찍이 몰랐고 너희 선조들도 몰랐던 만나를 먹여주셨다. 이는 사람이 빵만으로는 살지 못하고 야훼의 입에서 떨어지는 말씀을 따라야 산다는 것을 너희에게 가르쳐주시려는 것이었다.
5	신명기  	8	4	"지난 사십 년 동안 너희 몸에 걸친 옷이 떨어진 일이 없었고, 발이 부르튼 일도 없었다."
5	신명기  	8	5	"너희 하느님 야훼께서는 사람이 자기 자식을 잘되라고 고생시키듯이 그렇게 너희를 잘되라고 고생시키신 것이니, 이를 마음에 새겨두어라."
5	신명기  	8	6	너희는 너희 하느님 야훼를 경외하여 그의 계명을 지키고 그가 보여주신 길만을 따라가도록 하여라.
5	신명기  	8	7	"너희 하느님 야훼께서는 이제 너희를 기름지고 넓은 땅, 골짜기와 산에서 지하수가 솟아 샘이 되고 냇물이 흐르는 땅으로 이끌어들이려고 하신다."
5	신명기  	8	8	"그 곳은 밀과 보리가 자라고 포도와 무화과와 석류가 여는 땅이요, 올리브 나무 기름과 꿀이 나는 땅이다."
5	신명기  	8	9	"굶주리지 않고 먹을 수 있는 땅, 아쉬운 것 하나 없는 땅, 돌에서는 쇠를, 산에서는 구리를 캐낼 수 있는 땅이다."
5	신명기  	8	10	너희 하느님 야훼께서 너희에게 주신 이 좋은 땅에서 너희는 배불리 먹으며 하느님을 기리게 될 것이다.
5	신명기  	8	11	아무쪼록 너희 하느님 야훼를 잊어버리지 않도록 하여라. 내가 오늘 너희에게 명령하는 그의 계명과 법령과 규정을 어기는 일이 없도록 하여라.
5	신명기  	8	12	"배불리 먹으며 좋은 집을 짓고 살게 되고,"
5	신명기  	8	13	"소떼 양떼가 불어나고 은과 금이 많아져서 너희 재산이 늘어나더라도,"
5	신명기  	8	14	행여나 교만한 생각으로 너희 하느님 야훼를 잊는 일이 없도록 하여라. 하느님께서 너를 이집트 땅 종살이하던 집에서 이끌어내 주시지 않았느냐?
5	신명기  	8	15	"저 끝없고 두렵던 광야, 불뱀과 전갈이 우글거리고 물이 없어 타던 땅에서 너희 발길을 인도해 주시며 차돌 바위에서 물이 터져 나오게 해주시지 않았느냐?"
5	신명기  	8	16	또 너희 선조들이 일찍이 먹어보지 못한 만나를 너희에게 먹여주시지 않았느냐? 너희에게 시련을 주어 고생시키신 것도 너희가 훗날 잘되도록 하시려는 것이었다.
5	신명기  	8	17	"이 재산은 내 손으로 뼛골이 빠지게 일해서 모은 것이다.' 이런 엉뚱한 생각이 들거든,"
5	신명기  	8	18	너희 하느님 야훼를 생각하여라. 하느님께서 너희 선조들에게 맹세하신 당신의 계약을 이행하셔서 오늘 이처럼 재산을 모으도록 너희에게 힘을 주셨다는 것을 생각하여라.
5	신명기  	8	19	"만일 너희가 너희 하느님 야훼를 잊고 다른 신들을 따라가 섬기고 예배한다면, 내가 오늘 너희에게 다짐해 둔다, 너희는 반드시 망할 것이다."
5	신명기  	8	20	야훼께서 너희 앞에서 멸하신 민족들과 똑같이 너희도 망할 것이다. 너희 하느님 야훼의 말씀을 듣지 않으면 정녕 이렇게 되리라.
5	신명기  	9	1	이스라엘은 들어라. 오늘 너희는 요르단 강을 건너가 너보다 강대한 민족들을 쫓아내고 하늘에 닿을 듯한 성벽으로 둘러싸인 큰 성읍들을 차지하게 된다.
5	신명기  	9	2	그런데 그 백성으로 말하면 너희가 잘 아는 장대하고 키 큰 아나킴이다. '아낙의 아들들과 맞설 자가 누구냐?' 하는 말을 너희는 들었을 것이다.
5	신명기  	9	3	그러나 너희는 오늘 명심하여라. 너희 하느님 야훼께서 불길이 되시어 너희 앞장을 서서 건너가실 것이다. 그가 몸소 그들을 멸하시어 너희 앞에 무릎꿇게 하실 것이다. 야훼께서 너희에게 약속해 주신 대로 너희는 그들을 단번에 쫓아내고 멸망시킬 수 있을 것이다.
5	신명기  	9	4	"그러므로 너희 하느님 야훼께서 그들을 너희 앞에서 몰아내신 다음에, 행여나 너희가 착해서 그분이 너희를 이끌어들여 이 땅을 차지하게 하셨거니 하고 속으로 엉뚱한 생각을 품지 않도록 하여라. 야훼께서 그 백성들을 너희 앞에서 쫓아내시는 것은 그들이 나쁘기 때문이다."
5	신명기  	9	5	너희가 착하고 마음이 곧아서 그들의 땅에 들어가 그 땅을 차지하는 것이 아니다. 그 백성들이 나쁘기 때문에 너희 하느님 야훼께서 그들을 너희 앞에서 쫓아내시는 것이다. 야훼께서는 이렇게 하여 너희 선조 아브라함과 이사악과 야곱에게 맹세하신 약속을 이행하시는 것이다.
5	신명기  	9	6	행여나 너희가 착하기 때문에 너희 하느님 야훼께서 이 기름진 땅을 너희에게 주시는 줄로 알지 마라. 사실 너희는 고집이 센 백성이다.
5	신명기  	9	7	너희가 광야에서 얼마나 너희 하느님 야훼의 속을 썩여드렸던가 명심하고 잊지 마라. 너희가 이집트 땅에서 나오던 날부터 이 곳에 이르기까지 너희는 야훼께 거역하기만 했다.
5	신명기  	9	8	너희는 호렙에서 이미 야훼의 속을 썩여드렸다. 그래서 야훼께서는 화가 나시어 너희를 없애버리려고 하셨다.
5	신명기  	9	9	마침 그 때 나는 야훼께서 너희와 맺으신 계약 조문을 새긴 돌판을 받으려고 그 산에 올라가 있었다. 나는 거기에 머물러 사십 일 동안 줄곧 식음을 전폐하고 있었다.
5	신명기  	9	10	그 때 야훼께서 나에게 두 돌판을 주셨는데 거기에는 하느님께서 손수 손가락으로 쓰신 글이 적혀 있었고 대회가 열리던 날 야훼께서 그 산 불길 속에서 너희에게 하신 모든 말씀이 그대로 적혀 있었다.
5	신명기  	9	11	사십 일이 지난 다음 야훼께서 나에게 계약 조문을 새긴 돌판 두 개를 주셨다.
5	신명기  	9	12	그리고는 이렇게 이르셨다. '일어나 여기에서 당장 내려가거라. 네가 이집트에서 구출한 네 백성이 저렇게 못된 짓을 하고 있구나. 내가 명령한 길을 저렇게도 쉽사리 버리고 우상을 부어 만들다니.'
5	신명기  	9	13	야훼께서 또 나에게 이르셨다. '저 백성이 얼마나 고집이 센가를 내가 이제 알았다.
5	신명기  	9	14	말리지 마라. 내가 저들을 멸하여 하늘 아래에서 그 이름이 사라지게 하리라. 그리고 저들보다 강하고 많은 민족을 너에게서 일으키리라.'
5	신명기  	9	15	내가 발길을 돌려 산에서 내려오는데 산은 불타고 있었다. 나는 두 손으로 계약 조문이 새겨진 두 돌판을 들고 있었다.
5	신명기  	9	16	그런데 내가 바라보니 너희는 송아지를 부어 만들어놓고 너희의 하느님 야훼께 못할 짓을 하고 있었다. 어쩌면 그렇게도 쉽사리 야훼께서 분부하신 길을 버릴 수 있었느냐?
5	신명기  	9	17	내가 그 판 두 개를 두 손으로 번쩍 들어 내던져서 부수어버리는 것을 너희는 똑똑히 보았다.
5	신명기  	9	18	나는 전과 같이 다시 사십 일간 식음을 전폐하고 야훼 앞에 엎드려 있어야 했다. 너희가 저지른 모든 죄 때문이었다. 너희가 야훼의 눈에 거슬리는 일을 하여 속을 썩여드렸기 때문이었다.
5	신명기  	9	19	야훼께서 너희에게 크게 노하시어 마침내 너희를 없애버리실 것 같아 나는 두려웠었다. 그러나 야훼께서는 다시 한번 나의 애원을 들어주셨다.
5	신명기  	9	20	"야훼께서는 아론에게도 몹시 화를 내시어 그를 없애버리려고 하셨는데, 나는 그 때 아론을 위해서도 빌어야 했다."
5	신명기  	9	21	너희의 범죄 행위 곧 너희가 만든 그 송아지를 나는 불에 넣어 녹여서 산산이 부수고 가루를 내어 그 산의 개울에 흘려 보냈다.
5	신명기  	9	22	너희는 다브에라와 마싸아와 키브롯하따아와에서도 야훼를 진노케 해드렸다.
5	신명기  	9	23	야훼께서 카데스바르네아에서 너희에게 준 땅으로 올라가 차지하라고 출동 명령을 내리신 일이 있었다. 그러나 너희는 너희 하느님 야훼의 명령을 거역하였다. 그를 믿지 못하여 그의 말씀을 듣지 않았다.
5	신명기  	9	24	야훼께서 너희를 아시게 된 날부터 너희는 그를 거역하기만 하였다.
5	신명기  	9	25	야훼께서는 너희를 없애버리겠다고 하셨다. 그래서 나는 야훼 앞에 사십 일간 밤낮으로 엎드려 있으면서
5	신명기  	9	26	이렇게 빌었다. '나의 주 야훼여! 주께서는 크신 힘으로 이 백성을 건져내시고 주의 것으로 삼지 않으셨습니까? 그러하오니 이 백성을 멸망시키지 마소서. 주께서는 이 백성을 강한 손으로 구출해 내시지 않으셨습니까?
5	신명기  	9	27	"주의 종이었던 아브라함과 이사악과 야곱을 생각해서라도 이 백성이 고집이 세고 바탕이 나빠서 잘못을 저지르기는 했습니다마는, 부디 못 보신 체해 주소서."
5	신명기  	9	28	"자칫하면 주께서 구출해 내시기 전에 우리가 살던 땅의 사람들이 말하기를, 약속해 놓고 약속한 땅에 저들을 데려가지 못하는 것을 보니 야훼도 무능하구나, 또는 데려다가 광야에서 죽여버리는 것을 보니 퍽이나 미웠던가 보군-하겠습니다."
5	신명기  	9	29	어쨌든 그들은 주의 백성이 아닙니까? 주께서 당신의 것이라고 하여 몸소 팔을 뻗으시고 크신 힘으로 구출하신 백성이 아닙니까?'
5	신명기  	10	1	그러자 야훼께서 나에게 말씀하셨다. '먼젓번 것과 같은 돌판 두 개를 다듬어가지고 산으로 올라 나에게 오너라. 나무로 궤도 짜두어라.
5	신명기  	10	2	네가 먼젓번 깨뜨린 판에 적혔던 말들을 내가 다시 그 판에 새겨줄 터이니 너는 그것을 그 궤에 넣어두어라.'
5	신명기  	10	3	그래서 나는 아카시아 나무로 궤를 짜고 지난번 것과 같은 돌판을 두 개 다듬었다. 그리고 나는 그 두 돌판을 들고 산으로 올라갔다.
5	신명기  	10	4	야훼께서는 대회가 열렸던 날 그 산 위의 불길 속에서 너희에게 내리신 열 조문을 먼젓번에 새기셨던 대로 그 판에 새겨 나에게 주셨다.
5	신명기  	10	5	"나는 발길을 돌려 그 산에서 내려와 두 돌판을 내가 만들어두었던 궤에 모셨는데, 그것이 그대로 아직 거기에 있다. 이렇게 야훼께서 분부하신 대로 나는 하였다."
5	신명기  	10	6	이스라엘 백성은 야칸 자손의 우물들이 있는 그 곳을 떠나 모세라로 향하였다. 거기에서 아론이 죽어 묻히고 그의 아들 엘르아잘이 뒤를 이어 사제직에 올랐다.
5	신명기  	10	7	그 곳을 떠나 굿고다에 이르렀다가 다시 굿고다를 떠나 물 흐르는 개울들이 있는 고장 욧바다에 이르렀다.
5	신명기  	10	8	그 때에 비로소 야훼께서 레위 지파를 갈라 세우시고 야훼의 계약궤를 메게 하시고 야훼 앞에 나서서 섬기며 당신의 이름을 불러 축복하는 일을 하게 하신 것이 그대로 오늘에 이르렀다.
5	신명기  	10	9	그러므로 다른 동기들처럼 레위인에게는 유산으로 돌아갈 몫이 없었다. 너희 하느님 야훼께서 약속하신 대로 야훼께서 바로 그의 유산이 되어주신 것이다.
5	신명기  	10	10	나는 이번에도 먼젓번처럼 사십 일을 주야로 그 산에 머물러 있었다. 이번에도 야훼께서는 다시 나의 호소를 들어주시어 너희를 멸망시키시지 않기로 하시고
5	신명기  	10	11	나에게 이르셨다. '일어나 이 백성의 앞장을 서 떠나거라. 내가 그들의 선조들에게 주겠다고 맹세한 땅에 그들을 데리고 들어가서 차지하게 하여라.'
5	신명기  	10	12	"이제, 너 이스라엘아! 야훼 너희 하느님께서 너희에게 바라시는 것이 무엇인지 아느냐? 너희 하느님 야훼를 경외하고 그가 보여주신 길만 따라가며 그를 사랑하는 것이요 마음을 다 기울이고 정성을 다 쏟아 그를 섬기는 것이 아니냐?"
5	신명기  	10	13	내가 오늘 너희에게 명령하는 야훼의 계명과 규정을 지키는 것이 아니냐? 이것이 너희가 잘되는 길이다.
5	신명기  	10	14	"그렇다. 하늘과 하늘 위의 또 하늘, 그리고 땅과 그 위에 있는 것 모두가 너희 하느님 야훼의 것이다."
5	신명기  	10	15	그런데 야훼께서는 유독 너희 선조들에게 마음을 쏟아 사랑해 주신 것이다. 그래서 세상에 민족이 많이 있지만 그 가운데서도 너희를 그들의 후손이라고 해서 오늘 이처럼 선택하신 것이다.
5	신명기  	10	16	그러므로 너희가 받을 할례는 마음의 껍질을 벗기는 일이다. 그리하여 다시는 고집을 세우지 않도록 하여라.
5	신명기  	10	17	세상에 신도 많고 주도 많지만 너희 하느님 야훼야말로 신이시요 주이시다. 크고 힘있으시며 지엄하신 신이시요 뇌물을 받고 낯을 보아주시는 일이 없는 신이시다.
5	신명기  	10	18	"고아와 과부의 인권을 세워주시고 떠도는 사람을 사랑하여 그에게 먹을 것, 입을 것을 주시는 분이시다."
5	신명기  	10	19	"너희도 한때는 이집트 땅에서 떠돌이 신세였으니, 너희도 또한 떠도는 사람을 사랑해야 한다."
5	신명기  	10	20	너희 하느님 야훼를 경외하여 그에게만 충성을 다하고 그를 섬겨라. 맹세할 일이 있으면 그의 이름으로만 맹세하여라.
5	신명기  	10	21	"네가 찬양할 이는 그분뿐, 그가 너희 하느님이시다. 네가 본 대로 너를 위하여 그 크고 두려운 일을 해주신 하느님이시다."
5	신명기  	10	22	"너희 선조들이 이집트로 내려갈 때는 모두 칠십 명밖에 되지 않았지만, 너희 하느님 야훼께서는 이제 너희를 하늘의 별같이 많게 하셨다."
5	신명기  	11	1	"그러므로 너희 하느님 야훼를 사랑하며, 너희에게 주신 그의 규정과 법령과 계명을 항상 지켜야 한다."
5	신명기  	11	2	오늘 이 모든 것을 너희 자손들에게 가르쳐주어야 한다. 그들은 너희 하느님 야훼의 징계를 맛보지 못하였다. 하느님께서 위력을 발휘하시어 억센 손으로 내려치시고 팔을 뻗으시어
5	신명기  	11	3	표적을 행하시며 이집트 한복판에서 이집트 왕 파라오와 파라오의 온 나라를 해치우시는 것을 본 일이 없다.
5	신명기  	11	4	또 너희의 뒤를 쫓던 이집트 군대와 군마와 병거를 홍해 물로 휩쓸어버리시고 오늘까지 두 번 다시 얼씬도 못하게 없애버리신 것과
5	신명기  	11	5	너희가 이 곳에 이르기까지 광야에서 너희에게 해주신 일을 보지 못하였다.
5	신명기  	11	6	"또 르우벤의 손자이자 엘리압의 아들인 다단과 아비람을 엄히 다루시어, 땅으로 하여금 입을 벌려 온 이스라엘 가운데서 그들의 집안과 천막과 제 발로 걸어다니는 모든 것을 함께 삼켜버리게 하시는 것을 보지 못하였다. 그러나"
5	신명기  	11	7	너희는 야훼께서 하신 이 모든 엄청난 일을 눈으로 보았다.
5	신명기  	11	8	그러니 너희는 내가 오늘 너희에게 내리는 모든 명령을 지켜야 한다. 그래야 너희는 힘을 얻어 너희가 이제 건너가 차지하려는 땅에 들어가 그 땅을 과연 차지할 수 있을 것이다.
5	신명기  	11	9	"또한 야훼께서 너희의 선조들과 그 후손에게 주겠다고 맹세하신 땅, 젖과 꿀이 흐르는 땅에서 오래 살 것이다."
5	신명기  	11	10	"너희가 들어가 차지하려는 땅은 너희가 나온 이집트 땅과는 다르다. 거기에서는 씨를 심은 다음 채소밭에 물을 줄 때처럼 발을 놀려 물을 대어야 했지만,"
5	신명기  	11	11	너희가 건너가 차지하려는 땅은 산과 골짜기가 많은 곳이어서 하늘에서 내리는 빗물로 땅을 적신다.
5	신명기  	11	12	"그 땅은 이렇게 너희 하느님 야훼께서 몸소 돌보아 주시는 땅, 해마다 정초부터 섣달 그믐날까지 너희 하느님 야훼께서 눈을 떼지 않으시고 보살펴 주시는 땅이다."
5	신명기  	11	13	오늘 너희에게 내리는 나의 명령을 귀담아들어 너희의 하느님 야훼를 사랑하여라. 마음을 다 기울이고 정성을 다 쏟아 그를 섬겨라.
5	신명기  	11	14	"그리하면 그가 너희 땅에 가을비와 봄비를 철에 맞게 내려주시어, 밀과 술과 기름을 거두게 해주시고"
5	신명기  	11	15	들에는 너희 가축이 뜯어먹을 풀이 자라나게 해주실 것이다. 그리하여 너희는 배불리 먹으며 잘살게 될 것이다.
5	신명기  	11	16	마음이 변하여 다른 신들에게 끌려 그 앞에 엎드려 섬기는 일이 없도록 정신을 차려라.
5	신명기  	11	17	야훼께서 너희에게 화를 내시어 하늘을 닫으시고 비를 내리지 아니하시어 밭에서 소출을 거두지 못하게 될 것이다. 그러면 너희는 야훼께 받은 그 기름진 땅에서 이내 사라지고 말 것이다.
5	신명기  	11	18	그러므로 너희는 내가 일러준 이 말을 너희의 마음에 간직하고 골수에 새겨두어라. 너희의 손에 매어 표로 삼고 이마에 붙여 기호로 삼아라.
5	신명기  	11	19	이것을 너희의 자손들에게 깨우쳐주어라. 집에서 쉴 때나 길을 갈 때나 자리에 들었을 때나 일어났을 때나 항상 말해 주어라.
5	신명기  	11	20	또 문설주와 대문에 써 붙여라.
5	신명기  	11	21	"그리하여야 야훼께서 너희 선조들에게 주시겠다고 맹세하신 땅에서 너희와 너희 자손들이, 땅 위에 펼쳐진 하늘이 오래가듯, 오래 지속될 것이다."
5	신명기  	11	22	너희는 내가 내리는 이 모든 명령을 성심껏 지켜 그대로 실천하여라. 너희 하느님 야훼를 사랑하고 그가 가르쳐주신 길을 걸어 그에게만 충성을 바쳐라.
5	신명기  	11	23	그리하면 야훼께서 이 모든 민족들을 너희 앞에서 쫓아내실 것이다. 너희는 너희보다 강대한 민족들에게서 땅을 빼앗을 것이다.
5	신명기  	11	24	너희의 발이 닿는 곳은 어디든지 너희의 소유가 될 것이다. 너희의 땅 경계는 광야에서 레바논에 이르고 큰 강 유프라테스에서 지중해에까지 이를 것이다.
5	신명기  	11	25	"세상에 너희와 맞설 사람은 하나도 없을 것이다. 너희 하느님 야훼께서는 약속해 주신 대로, 너희의 발이 닿는 곳이면 어디에서나 모두들 너희를 두려워하며 떨게 하시리라."
5	신명기  	11	26	보아라. 오늘 내가 너희 앞에 복과 저주를 내놓는다.
5	신명기  	11	27	내가 오늘 너희에게 내리는 너희 하느님 야훼의 명령에 복종하여 복을 받겠느냐?
5	신명기  	11	28	아니면 너희 하느님 야훼의 명령에 불복하여 내가 오늘 너희에게 명령하는 길에서 벗어나 알지도 못하던 다른 신들을 따라가서 저주를 받겠느냐?
5	신명기  	11	29	"네가 이제 들어가 차지하려는 땅으로 너희 하느님 야훼께서 이끌어주셔서 그리로 들어가게 되거든, 그리짐 산에서는 복을 선포하고 에발 산에서는 저주를 선포하여라."
5	신명기  	11	30	"이 두 산은 너희가 알다시피 요르단 강 건너 해 지는 쪽, 아라바에 사는 가나안 사람들의 땅에 있는데 길갈을 마주보며 서 있고 그 옆에는 모레의 상수리나무가 서 있다."
